7065179,二月之夏 Summer in February,Christopher Menual,Christopher Menual,剧情,多米尼克·库珀 / 艾米莉·布朗宁 / 丹·史蒂文斯 / 哈蒂·莫拉汉,2013,6,100,1196,5.9
1479377,保持缄默 Keeping Mum,Niall Johnson,Niall Johnson,喜剧/犯罪,罗温·艾金森 / 克里斯汀·斯科特·托马斯 / 玛吉·史密斯 / 帕特里克·斯威兹 / 塔姆欣·伊格顿 / 艾米莉娅·福克斯,2005,12,103,17985,7.7
25771045,博士之夜 The Night of the Doctor,,,科幻/短片,Paul McGann / John Hurt / Emma Campbell-Jones / Clare Higgins,2013,11,7,372,8.8
1422162,与恐龙同行 Walking with Dinosaurs,Tim Haines,Tim Haines,纪录片,肯尼斯·布莱纳 Kenneth Branagh / 埃弗里·布鲁克斯 Avery Brooks,1999,10,,843,9
4915122,绝命密码站 The Numbers Station,卡斯珀·巴福德,卡斯珀·巴福德,动作/惊悚,约翰·库萨克 / 玛琳·阿克曼 / 利亚姆·坎宁安 / 理查德·布雷克 / 汉娜·穆雷 / 露西·格里菲思 / 乔伊·安沙 / 布莱恩·迪克,2013,4,89,2409,5.5
20258772,赫伯恩小镇 第一季 Hebburn Season 1,克里斯汀·杰农,克里斯汀·杰农,喜剧,Neil Grainger / 吉娜·麦基 / 吉娜·麦基 Gina McKee,2012,10,,,
26431592,人鼠之间 Of Mice and Men,Anna Shapiro,Anna Shapiro,剧情/喜剧,詹姆斯·弗兰科 / 克里斯·奥多德 / 莉顿·梅斯特 / 吉姆·诺顿,2015,2,150,609,9.1
3882571,BBC 时代瞭望：妖娆维多利亚 BBC Timewatch：Young Victoria,Michael Wadding,Michael Wadding,纪录片,Kate Williams,2008,,,86,7.4
26722774,Travel Man: 48 Hours in... Season 2,理查德·艾欧阿德,理查德·艾欧阿德,纪录片,理查德·艾欧阿德 / 克里斯·奥多德 / Mel Giedroyc / 诺尔·费丁 / 格雷格·戴维斯,2016,1,,,
1306161,年轻的亚当 Young Adam,大卫·马肯兹,大卫·马肯兹,剧情/惊悚/情色/犯罪,伊万·麦克格雷格 / 蒂尔达·斯文顿 / 艾米莉·莫迪默,2003,9,98,4236,7.2
1309029,爱神 Eros,王家卫,王家卫,剧情/爱情/情色,巩俐 / 张震 / Christopher Buchholz / Regina Nemni / 路易莎·拉涅瑞 / 小罗伯特·唐尼 / 艾伦·阿金 / 艾利·凯特斯,2004,12,104,16049,7.2
20505982,寒战2,梁乐民,梁乐民,剧情/动作/犯罪,郭富城 / 梁家辉 / 杨采妮 / 彭于晏 / 李治廷 / 文咏珊 / 周润发 / 马伊琍 / 杨祐宁 / 张国柱 / 吴樾 / 周笔畅 / 李子雄 / 骆应钧 / 林文龙,2016,7,110,67937,7.1
3236520,香奈儿 Coco Chanel,Christian Duguay,Christian Duguay,传记,雪莉·麦克雷恩 / 巴博拉·伯布洛瓦 / Brigitte Boucher / Alice Cambournac / 西塞丽·卡塞儿,2008,10,139,22607,8
25966287,神秘博士：再见，马特·史密斯 Doctor Who: Farewell to Matt Smith,Scott Saunders,Scott Saunders,纪录片,马特·史密斯 / 凯伦·吉兰 / 亚瑟·达维尔 / 珍娜·科尔曼 / 阿莉克丝·金斯顿 / 大卫·田纳特 / 史蒂文·莫法特,2013,12,,103,9.4
3022624,革命见证人 Revolutionary Witness,Jonathan Dent,Jonathan Dent,短片,Simon Callow / Alfred Molina / Alan Rickman / Janet Suzman,2013,,,41,9
1440703,爱再来一次 If Only,吉尔·约格尔,吉尔·约格尔,剧情/喜剧/爱情/奇幻,詹妮弗·洛芙·休伊特 / 保罗·尼科尔斯 / 汤姆·威尔金森 / Diana Hardcastle / Lucy Davenport,2004,1,92,66981,8
3069482,古堡风云 Candleshoe,诺曼·托卡,诺曼·托卡,剧情/喜剧/家庭/冒险,大卫·尼文 / 海伦·海丝 / 朱迪·福斯特 / 莱奥·麦凯恩,1977,12,101,,
25873036,摩斯探长前传 第三季 Endeavour Season 3,桑德拉 戈尔德拜彻,桑德拉 戈尔德拜彻,剧情/悬疑/犯罪,肖恩·埃文斯 / 罗杰·阿拉姆 / 安东·莱瑟 / 杰克·拉斯基 / 西恩·里格比 / 詹姆斯·布雷肖 / 达科塔·布鲁·理查兹 / Abigail Thaw,2016,1,,1380,9
25755447,天堂一刻 第二季 The Paradise Season 2,大卫·德鲁,大卫·德鲁,剧情/爱情,乔安娜 范德汉姆 / 埃那姆·埃利奥特 / 马修·麦克诺提 / 伊莲·卡西迪 / 本·丹尼尔斯,2013,10,,245,6.8
1756243,绅士联盟 第一季 The League of Gentlemen Season 1,史蒂夫·班德莱克,史蒂夫·班德莱克,剧情/喜剧/恐怖,马克·加蒂斯 / 史蒂夫·佩姆伯顿 / 里斯·谢尔史密斯,1999,1,,1164,8.8
1303017,喜马拉雅 Himalaya - l'enfance d'un chef,埃里克·瓦力,埃里克·瓦力,剧情/冒险,Thilen Lhondup / Gurgon Kyap / Lhakpa Tsamchoe / Karma Wangel / Karma Tensing / Labrang Tundup / Jampa Kalsang Tamang / Tsering Dorjee / Rapke Gurung / Pemba Bika / Karma Chhewang / Tenzen Charka / Yangzom / Gyalsen Gurung / Phuti Bika / Sangmo Gurung / Karma Angbu Gurung,1999,12,108,7655,8.6
5977846,门徒保罗 BBC： Saint Paul,,,纪录片/历史,,1999,,,43,7.3
1299481,查令十字街84号 84 Charing Cross Road,大卫·休·琼斯,大卫·休·琼斯,剧情/爱情/传记,安妮·班克罗夫特 / 安东尼·霍普金斯 / 朱迪·丹奇,1987,2,100,9121,8.6
6967584,紧急按钮 Panic Button,Chris Crow,Chris Crow,惊悚/恐怖,Scarlett Alice Johnson / Jack Gordon,1987,,91,364,5.4
25760260,PULP乐队：一部关于生、死、超市的电影 PULP,弗洛里安·哈比希特,弗洛里安·哈比希特,纪录片/音乐,贾维斯·考科尔 Jarvis Cocker / Steve Mackey / Candida Doyle / Nick Banks / Richard Hawley / Mark Webber,2014,6,93,396,8.6
26778850,那些花儿 第一季 Flowers Season 1,福田知盛,福田知盛,剧情/喜剧,朱利安·巴拉特 / 奥利维娅·科尔曼 / 索菲娅·迪·马蒂诺 / 福田知盛 / 丹尼尔·里格比,2016,4,,102,8.5
4915856,小美人鱼 The Little Mermaid,,,爱情/奇幻/冒险,科洛·莫瑞兹,2016,,,,
10743960,认识狗狗 Woof! A Horizon Guide to Dogs,,,纪录片,,2016,,58,880,8.4
25823904,狼厅 Wolf Hall,彼得·考斯明斯金,彼得·考斯明斯金,剧情/历史/古装,戴米恩·路易斯 / 马克·里朗斯 / 克莱尔·芙伊 / 大卫·布拉德利 / 安东·莱瑟 / 琼妮·威利 / 乔纳森·普雷斯 / 理查德·迪兰 / 马克·加蒂斯 / 托马斯·布罗迪-桑斯特 / 杰西卡·雷恩 / 布莱恩·迪克 / 查丽蒂·维克菲尔德 / 汤姆·霍兰德,2015,1,,1574,8.6
10756518,大梦想家 Saving Mr. Banks,约翰·李·汉考克,约翰·李·汉考克,剧情/传记,艾玛·汤普森 / 汤姆·汉克斯 / 保罗·吉亚玛提 / 詹森·舒瓦兹曼 / 科林·法瑞尔 / 露丝·威尔森 / B·J·诺瓦克 / 布莱德利·惠特福德 / 安妮·罗斯·巴克利,2013,12,125,12893,7.6
24826997,美食探寻记 第一季 What To Eat Now Season 1,,,纪录片,,2008,9,,144,7.8
26410683,赛马皮特 Lean on Pete,安德鲁·海格,安德鲁·海格,剧情,查理·普拉默 / 史蒂夫·布西密,2008,,,,
24380749,伯特伦旅馆之谜 Marple: At Bertram's Hotel,丹·泽夫,丹·泽夫,悬疑/犯罪,杰拉尔丁·麦克伊万 / 玛汀·麦古基安 / 弗兰西丝卡·安妮丝 / 波利·沃克 / 史蒂芬·曼甘,2007,4,93,390,8.7
1476275,福尔摩斯回忆录 The Memoirs of Sherlock Holmes,彼德·哈蒙德,彼德·哈蒙德,剧情/悬疑/犯罪,杰瑞米·布雷特 / 爱德华·哈德威克 / Rosalie Williams,1994,3,,1811,9.3
10473638,精子生命大赛跑 The Great Sperm Race,朱利安·琼斯,朱利安·琼斯,纪录片,理查德·阿米蒂奇,2009,3,55,79,8.9
3024392,冒牌人生 Ripley Under Ground,罗杰·斯波蒂伍德,罗杰·斯波蒂伍德,剧情/惊悚/犯罪,巴里·佩珀 / 杰茜达·芭瑞特 / 威廉·达福 / 艾伦·卡明 / 克莱尔·弗兰妮,2005,11,101,1415,7.7
1951163,第二滴血 Son of Rambow,Garth Jennings,Garth Jennings,剧情/喜剧/儿童,比尔·米尔纳 / 威尔·保尔特 / 杰西卡·海因斯 / 爱德·维斯特维克 / 内尔·德贞,2007,1,96,4584,7.8
4241884,雀起乡到烛镇 第三季 Lark Rise to Candleford Season 3,苏珊·塔利,苏珊·塔利,剧情,奥莉薇娅·哈琳安 / 茱莉亚·莎华拉 / 马克·希普,2010,1,,430,8.8
1293327,沙拉克 Shalako,爱德华·迪麦特雷克,爱德华·迪麦特雷克,西部,碧姬·芭铎 / 肖恩·康纳利 / 史蒂芬·博伊德,1968,9,113,,
25981128,欲望号街车 National Theatre Live: A Streetcar Named Desire,本尼迪克特·安德鲁斯,本尼迪克特·安德鲁斯,戏曲,吉莲·安德森 / 本·福斯特 / 凡妮莎·柯比,2014,9,204,181,8.5
5327400,寻找幸福的赫克托 Hector and the Search for Happiness,彼德·切尔瑟姆,彼德·切尔瑟姆,剧情/喜剧/冒险,西蒙·佩吉 / 裴淳华 / Tracy-Ann Oberman / 让·雷诺 / 维罗尼卡·费瑞尔 / 巴里·阿茨玛 / Ming Zhao / 伊川东吾 / 克里斯托弗·普卢默 / 查德·威列 / 克里斯·高瑟 / 斯特兰·斯卡斯加德,2014,8,120,2317,6.8
3665536,猴尘 第一季 Monkey Dust Season 1,王渝文,王渝文,动画,西蒙·格林诺 /  莎朗·豪根 / 莫温娜·班克斯 / 丽贝卡·弗朗特 / 弗兰西斯·巴贝 / 恩·赖特尔 / Kate Robbins / Shaun Pye,2003,2,,54,9.4
26687465,公路游戏 Road Games,阿布内尔·帕斯托尔,阿布内尔·帕斯托尔,惊悚,安德鲁·辛普森 / 约瑟芬·德·拉·波美 / 弗雷德里克·皮耶罗 / 巴巴拉·克兰普顿 / 费奥多尔·阿特金 / 皮埃尔·布朗格 / 苏珊娜·卡佩拉罗 / 爱德华·霍格,2016,8,95,,
25933352,吉他连复进化简史 The Joy of the Guitar Riff,Sam Bridger,Sam Bridger,,,2014,7,,59,8.9
25843134,战前童年 The Childhood of a Leader,布拉迪·科贝特,布拉迪·科贝特,剧情/悬疑/恐怖,罗伯特·帕丁森 / 利亚姆·坎宁安 / 贝热尼丝·贝乔 / 斯塔西·马汀 / 丽贝卡·达扬 / 苏菲·柯蒂斯 / 卢卡·伯科维奇 / 友兰达·梦露 / Michael Epp / Scott Alexander Young,2015,9,115,,
25759605,崩溃 Alfred Hitchcock Presents:Breakdown,阿尔弗雷德·希区柯克,阿尔弗雷德·希区柯克,剧情/悬疑/惊悚/犯罪,阿尔弗雷德·希区柯克 / 约瑟夫·科顿 / 雷蒙德贝利,1955,11,,35,7.9
25911647,窥视秀 第三季 Peep Show Season 3,Andrew O'Connor,Andrew O'Connor,喜剧,David Mitchell / Robert Webb / 奥利维娅·科尔曼,1955,,,,
25964199,亨利六世：第一部分 Henry VI- Part 1,Dominic Cooke,Dominic Cooke,剧情/历史,迈克尔·刚本 / 莎莉·霍金斯 / 休·博内威利 / 汤姆·斯图里奇 / 苏菲·奥康内多 / 菲利普·格伦尼斯特 / 萨缪尔·韦斯特 / 本·迈尔斯 / 安东·莱瑟 / 杰森·沃特金斯 / 阿德里安·敦巴 / 斯坦利·汤森德 / Lucy Robinson / Stuart McQuarrie,2016,5,111,328,8.1
1294639,勇敢的心 Braveheart,梅尔·吉布森,梅尔·吉布森,剧情/动作/传记/历史/战争,梅尔·吉布森 / 苏菲·玛索 / 布莱恩·考克斯 / 詹姆斯·卡沙莫 / 辛·劳洛 / 凯瑟琳·麦克马克 / 安古斯·麦克菲登,1995,5,177,259714,8.8
4704012,Leonard Cohen: Live at the Isle of Wight 1970,Murray Lerner,Murray Lerner,纪录片/音乐,Leonard Cohen / Joan Baez / Judy Collins / Kris Kristofferson,2010,,,89,9.5
25831286,得罪我们 Trespass Against Us,Adam Smith,Adam Smith,剧情/动作/惊悚/犯罪,迈克尔·法斯宾德 / 布莱丹·格里森 / 西恩·哈里斯 / 罗里·金奈尔 / 琳赛·马歇尔 / 托尼·威 / 杰拉德·基恩斯 / 保罗·布莱克维尔,2010,,98,,
26268838,幸存者 The Survivalist,斯蒂芬·芬格尔顿,斯蒂芬·芬格尔顿,剧情/科幻/惊悚,马丁·麦凯恩 / 米娅·高斯 / 安德鲁·辛普森 / 巴里·沃德 / 欧文·富尔 / 道格拉斯·拉塞尔 / 凯瑞尔·肯尼迪 / 瑞安·麦克法兰 / 迈克尔·奥·莱恩 / 夏兰·弗林,2015,4,104,960,6.6
26841302,小喵的秘密 第一季 The Secret Life of Kittens Season 1,,,,,2016,6,,181,8.9
3217770,单身指南 How to Be Single,克利斯汀·迪特,克利斯汀·迪特,喜剧/爱情,达科塔·约翰逊 / 蕾蓓尔·威尔森 / 爱丽森·布里 / 莱斯利·曼恩 / 小达蒙·韦恩斯 / 安德雷斯·霍尔姆 / 尼可拉斯·博朗 / 杰克·莱西 / 杰森·曼兹沃克斯 / 科林·乔斯特 / 尼克·贝特曼 / 莎拉·拉莫斯,2016,2,110,10516,6.7
1301174,傲慢与偏见 Pride and Prejudice,西蒙·兰顿,西蒙·兰顿,剧情/爱情,科林·费尔斯 / 詹妮弗·艾莉 / 戴维·鲍姆伯 / 苏珊娜·哈克 / 茱莉亚·莎华拉 / 艾莉森·斯戴曼 / 本杰明·惠特罗 / 克里斯平 伯汉姆-卡特 / Lucy Briers / Polly Maberly / 乔安娜·大卫 / Tim Wylton / 露西·斯科特 / 艾德里安·鲁基斯 / 安娜·钱斯勒 / Lucy Robinson / 芭芭拉·雷吉-亨特 / 鲁珀特·范西塔特 / David Bark-Jones / 艾米莉娅·福克斯,1995,9,,71605,9.2
1424702,冤家成双对 第一季 Coupling Season 1,Martin Dennis,Martin Dennis,喜剧,杰克·达文波特 / 吉娜·贝尔曼 / 莎拉·亚历山大,2000,5,,10416,9
1307982,"米尔沃顿 ""The Case-Book of Sherlock Holmes"" The Master Blackmailer",彼德·哈蒙德,彼德·哈蒙德,犯罪/悬念,Jeremy Brett / Edward Hardwicke,1992,1,102,305,8.9
2131974,彼得兔和朋友们的世界 The World of Peter Rabbit and Friends,Geoff Dunbar,Geoff Dunbar,动画/家庭,Enn Reitel / Mary Jane Bowe / Jenny Moore / Niamh Cusack,1992,5,,168,8.6
1768167,蜂窝谜案 Poirot: Wasps' Nest,Brian Farnham,Brian Farnham,悬疑/惊悚/恐怖/犯罪,大卫·苏切特 / 休·弗拉瑟 / 菲利普·杰克森 / 保琳·莫兰 / 彼得·卡帕尔蒂 / Martin Turner,1991,1,51,490,7.9
3007780,吉诺密欧与朱丽叶 Gnomeo & Juliet,凯利·阿斯博瑞,凯利·阿斯博瑞,爱情/动画/歌舞/家庭/奇幻/冒险,詹姆斯·麦卡沃伊 / 艾米莉·布朗特 / 阿什利·詹森 / 迈克尔·凯恩 / 马特·卢卡斯 / 吉姆·库宁斯 / 玛吉·史密斯 / 杰森·斯坦森 / 奥兹·奥斯朋 / 斯戴芬·莫昌特,2011,2,84,9978,6.9
3252301,斯蒂芬·弗雷在美利坚 Stephen Fry in America,,,纪录片,斯蒂芬·弗雷,2008,10,,113,8.4
3217125,刀锋爱痕 Shank,Simon Pearce,Simon Pearce,剧情/同性,Wayne Virgo / Marc Laurent / Alice Payne,2009,4,94,1359,6.6
1292890,冰海沉船 A Night to Remember,罗伊·沃德·贝克,罗伊·沃德·贝克,剧情/动作/历史/灾难,肯尼思·莫尔 / 罗纳德·艾伦 / 罗伯特·艾尔斯 / 霍纳尔·布莱克曼 / 安东尼·布谢尔,1958,7,123,1837,8.3
3932913,乔治·詹特利探案 第一季 Inspector George Gently Season 1,克莱恩·唐纳利,克莱恩·唐纳利,剧情/悬疑/犯罪,马丁·肖 / 李·恩格里比,2007,4,,123,8.1
21870849,卢浮宫的珍宝 Treasures of the Louvre,Alastair Laurence,Alastair Laurence,纪录片,Andrew Hussey,2013,3,90,533,8.5
3728403,十三小时 13Hrs,Jonathan Glendening,Jonathan Glendening,,Tom Felton / Gemma Atkinson / Gabriel Thomson,2010,10,,223,4.2
26762225,玛赛拉 Marcella,乔纳森·泰普兹,乔纳森·泰普兹,剧情/惊悚/犯罪,安娜·弗莱尔 / 劳拉·卡尔迈克尔 / 西妮德·库萨克 / 尼娜·索珊娅 / 哈里·劳埃德 / 吉米·巴姆博 / 梅芙·德莫迪 / Ray Panthaki,2016,4,,202,7.7
24380773,藏书室女尸之谜 Marple: The Body in the Library,安迪·威尔逊,安迪·威尔逊,悬疑/犯罪,杰拉尔丁·麦克伊万 / 塔拉·菲茨杰拉德 / 玛丽·萧克莱  / 詹姆斯·福克斯 / 乔安娜·林莉 / 亚当·加西亚 / 杰克·达文波特 / 大卫·威廉姆斯,2004,12,94,411,8.2
1292457,小嗓门 Little Voice,Mark Herman,Mark Herman,剧情/喜剧/爱情/音乐,伊万·麦克格雷格 / 迈克尔·凯恩 / 简·霍洛克斯 / 布兰达·布莱斯 / 菲利普·杰克森,1998,12,97,1002,7.5
6301361,第八页 Page Eight,戴维·黑尔,戴维·黑尔,剧情/惊悚,比尔·奈伊 / 蕾切尔·薇兹 / 汤姆·休斯 / 迈克尔·刚本 / 费莉西蒂·琼斯 / 艾文·布莱纳 / 朱迪·戴维斯 / 拉尔夫·费因斯,2011,8,100,5266,7.1
1309238,衣食住行 Creature Comforts,尼克·帕克,尼克·帕克,喜剧/动画/短片/家庭,Julie Sedgewick,1989,7,5,2017,8.1
1807476,法国小馆儿 第一季 'Allo 'Allo! Season 1,大卫·克罗夫特,大卫·克罗夫特,喜剧/战争,戈登·凯 / Carmen Silvera / Vicki Michelle / Hilary Minster / Arthur Bostrom / Kenneth Connor / Jack Haig / Nicholas Frankau / Kim Hartman / 理查德·马内尔 / 山姆·凯利 / John D. Collins / 盖伊·西纳 / Richard Gibson / Rose Hill / Francesca Gonshaw,1982,12,,1802,9.1
1293954,豪门孽债 Reversal of Fortune,巴贝特·施罗德,巴贝特·施罗德,剧情,格伦·克洛斯 / 杰瑞米·艾恩斯 / 罗恩·西维尔 / 安娜贝拉·莎拉 / Uta Hagen / 费舍·史蒂芬斯,1990,9,114,570,7.6
1296579,枕边书 The Pillow Book,彼得·格林纳威,彼得·格林纳威,剧情/爱情/情色,邬君梅 / 伊万·麦克格雷格 / 光石研 / 吉田日出子 / 绪形拳 / Lynne Langdon,1997,2,126,7428,6.7
22522269,战斧骨 Bone Tomahawk,S·克雷格·扎勒,S·克雷格·扎勒,恐怖/西部,帕特里克·威尔森 / 库尔特·拉塞尔 / 莉莉·西蒙斯 / 肖恩·杨 / 扎恩·迈克拉农 / 马修·福克斯 / 大卫·阿奎特 / 凯瑟琳·莫里斯 / 希德·黑格 / 理查德·詹金斯 / 迈克尔·帕尔 / 杰米·埃克托 / 詹姆斯·托根,2015,10,133,3325,6.7
1294950,四个婚礼和一个葬礼 Four Weddings and a Funeral,迈克·内威尔,迈克·内威尔,剧情/喜剧/爱情,休·格兰特 / 安迪·麦克道威尔 / 西蒙·卡洛 / 詹姆斯·弗雷特 / 克里斯汀·斯科特·托马斯 / 约翰·汉纳,1994,3,117,65808,7.4
3097439,圣公会主学堂 Nativity!,德比·伊斯特,德比·伊斯特,喜剧/家庭,阿什利·詹森 / 马丁·弗瑞曼 / 杰森·沃特金斯 / 马克·伍顿 / 杰弗里·哈钦斯 / 帕姆·费里斯 / 瑞奇·汤林森 / 菲利斯·洛根 / 约翰·塞森斯,2009,12,105,2551,8
2051007,哈利·波特与死亡圣器(上) Harry Potter and the Deathly Hallows: Part 1,大卫·叶茨,大卫·叶茨,剧情/奇幻/冒险,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 比尔·奈伊 / 约翰·赫特 / 艾伦·瑞克曼 / 艾美达·斯丹顿 / 费奥纳·肖 / 邦妮·怀特 / 朱丽·沃特斯 / 米歇尔·费尔利 / 杰米·坎贝尔·鲍尔,2010,11,146,154869,7.8
24747316,尽管雪落 Despite the Falling Snow,谢米姆·萨尔弗,谢米姆·萨尔弗,剧情,安婕·特拉乌 / 查尔斯·丹斯 / 奥利弗·杰森-科恩 / 丽贝卡·弗格森 / 安东尼·海德 / 托尔·林德哈特 / 楚蒂·斯泰勒 / 萨姆·里德 / 本·巴特 / Ana Sofrenovic / Milos Timotijevic / Nenad Todorovic / Andreja Maricic / Marina Vodenicar / Katarina Gojkovic,2016,4,113,243,6.5
1914652,真爱之吻 Penelope,马克·帕兰斯基,马克·帕兰斯基,喜剧/爱情/奇幻,克里斯蒂娜·里奇 / 詹姆斯·麦卡沃伊 / 凯瑟琳·欧哈拉 / 瑞茜·威瑟斯彭 / 尼克·弗罗斯特 / 西蒙·伍兹 / 彼特·丁克拉奇,2006,9,104,44120,6.7
24380740,白马酒店 Marple: The Pale Horse,安迪·海伊,安迪·海伊,悬疑/犯罪,朱莉亚·麦肯齐 / 乔纳森·凯克 / 约翰·约瑟夫·菲尔德 / 艾米·曼森 / 内尔·皮尔森,2010,7,89,270,8.1
23752579,自私的巨人 The Selfish Giant,克里欧·巴纳德,克里欧·巴纳德,剧情,康纳·查普曼 / Shaun Thomas / 拉尔夫·尹爱森 / 肖恩·吉尔德 / 伊安·布尔费尔德 / Everal Walsh / Lorraine Ashbourne / 艾略特·提特恩索 / 斯蒂夫·艾弗茨 / 希欧布罕·芬内朗,2013,10,91,1826,7.7
3771562,普罗米修斯 Prometheus,雷德利·斯科特,雷德利·斯科特,动作/科幻/惊悚/恐怖,努米·拉佩斯 / 查理兹·塞隆 / 帕特里克·威尔森 / 迈克尔·法斯宾德 / 伊德里斯·艾尔巴 / 盖·皮尔斯 / 罗根·马歇尔-格林 / 西恩·哈里斯 / 拉菲·斯波 / 凯特·迪基,2012,9,124,154538,7.1
1293175,人生七部曲 The Meaning of Life,特瑞·琼斯,特瑞·琼斯,喜剧/歌舞,格雷厄姆·查普曼 / 约翰·克立斯 / 特瑞·吉列姆 / 艾瑞克·爱都 / 特瑞·琼斯,1983,3,107,5695,8.2
26443590,工作不便 第一季 Not Safe for Work Season 1,Kieron Hawkes,Kieron Hawkes,剧情,Zawe Ashton / Samuel Barnett / Sacha Dhawan / Sophie Rundle,2015,6,,183,7
1300644,早春 Deep End,杰兹·斯科利莫夫斯基,杰兹·斯科利莫夫斯基,剧情/喜剧/爱情,珍·爱舍 / 约翰 梅尔德-布朗 / Karl Michael Vogler,1970,9,90,2534,7.4
5318761,战锤40000:极限战士 Ultramarines,Martyn Pick,Martyn Pick,科幻/动画,Sean Pertwee / Steven Waddington / Donald Sumpter / Johnny Harris / Ben3e Bishop,2010,11,70,695,5.9
24772974,The Route Masters: Running London's Roads,,,,,2013,6,,,
25730893,X加Y X+Y,Morgan Matthews,Morgan Matthews,剧情/喜剧,阿萨·巴特菲尔德 / 拉菲·斯波 / 莎莉·霍金斯 / 埃迪·马森 / 马丁·麦凯恩 / 埃里克斯·劳瑟 / 亚历克萨·戴维斯 / 焦阳,2014,9,111,2115,6.6
1306234,藏书室女尸之谜 The Body in the Library,Silvio Narizzano,Silvio Narizzano,剧情/悬疑/犯罪,琼·希克森 / 大卫·霍罗维奇 / Moray Watson / Trudie Styler / Keith Drinkel / Raymond Francis,1984,12,155,35,8.3
25912715,地平线: 马航370，你在哪？ Horizon: Where is Flight MH370?,,,纪录片,,17,,,220,7.3
3890974,请讲普通话 第一季 Mind Your Language Season 1,Stuart Allen,Stuart Allen,喜剧,巴瑞·埃文斯 / Jacki Harding / George Camiller / Robert Lee / Kevork Malikyan / Jamila Massey / Zara Nutley / Ricardo Montez / Albert Moses / Franoise Pascal / Dino Shafeek / Pik Sen Lim / Tommy Godfrey / Iris Sadler / Anna Bergman / Gabor Vernon / Deirdre Costello / Fraser Kerr / Harry Littlewood,1977,12,,4275,9.2
2330662,摇摆嬉皮士 Hippie Hippie Shake,Beeban Kidron,Beeban Kidron,剧情/喜剧,Sienna Miller / Cillian Murphy,1977,,,,
1308812,拳击小子 The Calcium Kid,Alex De Rakoff,Alex De Rakoff,喜剧,奥兰多·布鲁姆 Orlando Bloom / 奥米德·得亚李利 Omid Djalili / 迈克尔·佩纳 Michael Pena,2004,4,89,388,6.5
25919367,蠢蠢的死法 Dumb Ways to Die,Simon Jago,Simon Jago,动画/短片/音乐,Rhonda Pownall,2013,3,3,1219,8.7
2376122,灰飞烟灭 第一季 Ashes To Ashes Season 1,强尼·坎贝尔,强尼·坎贝尔,剧情/惊悚/犯罪/奇幻,Philip Glenister / Keeley Hawes / Marshall Lancaster / Dean Andrews / Montserrat Lombard / Stephen Campbell Moore,2008,2,,223,7.4
3287202,"完美的谋杀 ""Alfred Hitchcock Presents"" The Perfect Murder",Robert Stevens,Robert Stevens,剧情/悬疑/惊悚/犯罪,Hurd Hatfield / Mildred Natwick / Philip Coolidge,1956,3,25,72,7.5
3266217,死亡片场 Dead Set,扬·德芒热,扬·德芒热,剧情/恐怖,Jaime Winston / Andy Nyman / Raj Ghatak / Jennifer Aries / Cavan Clerkin / Shelley Conn / Chizzy Akudolu,2008,10,,3404,7.5
26780671,Two Doors Down,Simon Hynd,Simon Hynd,,乔纳森·沃森 / 亚力克斯·诺顿 / Doon Mackichan,2016,4,,,
3604066,哲学：幸福指南 Philosophy: A Guide to Happiness,Celia Lowenstein,Celia Lowenstein,纪录片,Alain de Botton,2000,3,,37,8.8
1307056,狼之一族 The Company of Wolves,尼尔·乔丹,尼尔·乔丹,恐怖/奇幻,Sarah Patterson / 安吉拉·兰斯伯瑞 / 大卫·沃纳,1984,9,95,213,7.4
1292267,银河系漫游指南 The Hitchhiker's Guide to the Galaxy,加斯·詹宁斯,加斯·詹宁斯,喜剧/科幻/冒险,山姆·洛克威尔 / 佐伊·丹斯切尔 / 茅斯·达夫 / 马丁·弗瑞曼 / 比尔·奈伊 / 艾伦·瑞克曼 / 海伦·米伦 / 沃维克·戴维斯 / 斯蒂芬·弗雷 / 约翰·马尔科维奇 / 安娜·钱斯勒,2005,4,109,61272,8.1
25954475,聚焦 Spotlight,托马斯·麦卡锡,托马斯·麦卡锡,剧情/传记,马克·鲁弗洛 / 迈克尔·基顿 / 瑞秋·麦克亚当斯 / 列维·施瑞博尔 / 约翰·斯拉特里 / 布莱恩·达西·詹姆斯 / 斯坦利·图齐 / 比利·克鲁德普 / 保罗·吉尔福伊尔 / 杰米·谢尔丹 / 兰·卡琉 / 尼尔·哈夫 / 迈克尔·西里尔·克赖顿 / 迈克尔·康特里曼,2015,9,128,86408,8.8
3238087,玩命追踪 Blitz,艾略特·莱斯特,艾略特·莱斯特,动作/惊悚/犯罪,杰森·斯坦森 / 帕迪·康斯戴恩 / 艾丹·吉伦 / 扎威·阿什顿 / 大卫·莫瑞瑟 / 奈德·丹内利 / 马克·里朗斯 / 卢克·伊万斯 / 约瑟夫·戴浦西,2012,3,97,17677,6.1
25925430,真相 Truth,詹姆斯·范德比尔特,詹姆斯·范德比尔特,剧情/传记,凯特·布兰切特 / 罗伯特·雷德福 / 伊丽莎白·莫斯 / 托弗·戈瑞斯 / 丹尼斯·奎德 / 布鲁斯·格林伍德 / 大卫·莱昂斯 / 约翰·本杰明·西基 / 瑞切尔·布莱克 / 斯蒂夫·巴什托尼 / 尼古拉斯·霍普 / 马丁·萨克斯,2015,10,125,2878,7.4
